Product Number,TEXT,isP_bin,1RE_val,2RE_val,G_val,A_val
9B16E030,,1,WHITE,NORTH AMERICA,WOMAN,
9B16A052,,1,WHITE,SOUTHERN ASIA,WOMAN,
9B16A049,,1,BROWN,SOUTHERN ASIA,MAN,
9B16A050,,1,BROWN,SOUTHERN ASIA,MAN,
9B16A044,,1,BROWN,NORTH AMERICA,MAN,
9B16C030,,1,WHITE,EASTERN EUROPE,MAN,36
9B16M165,,1,WHITE,NORTH AMERICA,MAN,
9B16A047,,1,WHITE,NORTH AMERICA,MAN,
9B16A051,,1,WHITE,SOUTHERN ASIA,MAN,58
9B16C029,,1,BROWN,,MAN,
9B16M166,,0,,,,
9B16M167,,1,WHITE,NORTH AMERICA,MAN,44
9B16M163,,1,WHITE,NORTH AMERICA,MAN,
9B16M164,,1,WHITE,NORTH AMERICA,MAN,
9B16A045,,1,WHITE,EASTERN ASIA,MAN,
9B16A046,,1,ASIAN,,MAN,54
9B16A048,,0,,,,
9B16D018,,1,BROWN,NORTH AMERICA,MAN,
9B16M160,,1,WHITE,SOUTHERN ASIA,MAN,
9B16M161,,1,ASIAN,,MAN,
9B16N016,,0,,,,
9B16N017,,1,WHITE,NORTH AMERICA,WOMAN,69
9B16N057,,1,WHITE,NORTH AMERICA,MAN,
9B16E029,,1,WHITE,SOUTHERN ASIA,MAN,
9B16M149,,1,BROWN,NORTH AMERICA,WOMAN,
9B16M150,,1,WHITE,SOUTHEASTERN ASIA,MAN,
9B16M158,,1,ASIAN,,MAN,65
9B16A043,,0,,,,
9B16M157,,1,ASIAN,NORTH AMERICA,MAN,
9B16M159,,1,,SOUTHERN AFRICA,MAN,36
9B16C026,,1,WHITE,SOUTHERN ASIA,MAN,
9B16M156,,1,BROWN,,MAN,
9B16A040,,0,,,,
9B16M152,,1,BROWN,,MAN,
9B16M155,,0,,,,
9B16C028,,1,WHITE,SOUTHERN ASIA,MAN,
9B16M153,,1,BROWN,SOUTHERN ASIA,MAN,22
9B16M154,,1,BROWN,,MAN,
9B16N056,,0,,,,
9B16M053,,0,,,,
9B16M054,,0,,,,
9B16A042,,0,,,,
9B16B012,,1,WHITE,SOUTHERN ASIA,WOMAN,
9B16M147,,1,BROWN,NORTH AMERICA,MAN,
9B16M138,,1,WHITE,SOUTHEASTERN ASIA,WOMAN,
9B16E028,,1,ASIAN,SOUTH AMERICA,WOMAN,
9B16E024,,0,,,,
9B16A039,,1,BROWN,,MAN,50
9B16M136,,0,,,,
9B16N054,,1,BROWN,SOUTHERN ASIA,MAN,
9B16A037,,1,BROWN,,WOMAN,
9B16N051,,0,,,,
9B16D010,,1,BROWN,SOUTHERN ASIA,MAN,
9B16N032,,1,ASIAN,,WOMAN,20
9B16N034,,0,,,,
9B16N036,,0,,,,
9B16N037,,1,ASIAN,,WOMAN,25
9B16N038,,0,,,,
9B16N039,,1,ASIAN,NORTH AMERICA,WOMAN,25
9B16N042,,0,,,,
9B16N047,,0,,,,
9B16N049,,0,,,,
9B16N050,,1,WHITE,SOUTHERN ASIA,MAN,
9B16A035,,1,BROWN,NORTH AMERICA,WOMAN,
9B16M133,,1,WHITE,SOUTHERN ASIA,MAN,
9B16N022,,1,BROWN,NORTH AMERICA,MAN,
9B16N023,,1,ASIAN,,WOMAN,20
9B16N024,,0,,,,
9B16N025,,0,,,,
9B16N026,,1,WHITE,NORTH AMERICA,MAN,22
9B16N028,,1,ASIAN,NORTH AMERICA,WOMAN,20
9B16N030,,1,WHITE,NORTH AMERICA,MAN,22
9B16N035,,1,WHITE,NORTH AMERICA,MAN,27
9B16A036,,1,WHITE,SOUTHERN ASIA,MAN,61
9B16A033,,1,BROWN,SOUTHERN ASIA,MAN,
9B16A034,,1,BROWN,NORTH AMERICA,WOMAN,
9B16C024,,1,WHITE,NORTH AMERICA,MAN,
9B16C025,,1,WHITE,SOUTHEASTERN ASIA,MAN,
9B16M134,,1,ASIAN,SOUTHERN ASIA,MAN,
9B16A032,,1,BROWN,SOUTHERN ASIA,MAN,20
9B16N021,,1,BROWN,WESTERN EUROPE,MAN,54
9B16M131,,1,WHITE,,MAN,
9B16M132,,0,,,,
9B16A031,,0,,,,
9B16D008,,1,WHITE,WESTERN ASIA,MAN,
9B16M128,,1,BROWN,EASTERN ASIA,MAN,
9B16M129,,1,BROWN,NORTHERN EUROPE,WOMAN,
9B16M130,,1,WHITE,SOUTHERN ASIA,MAN,
9B16A029,,1,BROWN,,MAN,
9B16M126,,0,,,,
9B16M127,,1,WHITE,,MAN,
9B16N020,,0,,,,
9B16A030,,1,WHITE,EASTERN ASIA,WOMAN,
9B16N019,,1,ASIAN,,MAN,
IM1051,,0,,,,
9B16M120,,0,,,,
9B16M123,,1,WHITE,SOUTHEASTERN ASIA,MAN,74
9B16M124,,1,ASIAN,SOUTHEASTERN ASIA,MAN,
9B16M125,,0,ASIAN,,MAN,
9B16E023,,1,ASIAN,,MAN,
9B16E022,,1,,,MAN,
9B16M121,,0,,,,
9B16N018,,1,WHITE,SOUTHERN ASIA,WOMAN,
9B16M100,,1,BROWN,,MAN,
9B16A026,,0,,,,
9B16E009,,0,,,,
9B16E010,,0,,,,
9B16E011,,0,,,,
9B16E012,,0,,,,
9B16E013,,0,,,,
9B16E014,,0,,,,
9B16E015,,0,,,,
9B16E016,,0,,,,
9B16E017,,0,,,,
9B16E018,,0,,,,
9B16M117,,1,,NORTH AMERICA,MAN,
9B16M118,,1,WHITE,,MAN,
9B16M119,,0,,,,
9B16A021,,1,,,MAN,
9B16M089,,0,,,,
9B16M112,,0,,,,
9B16M113,,0,,,,
9B16B011,,0,,,,
9B16D015,,1,WHITE,SOUTHERN ASIA,MAN,
9B16M088,,1,BROWN,SOUTHERN ASIA,MAN,
9B16M108,,1,BROWN,,MAN,54
9B16M109,,0,,,,
9B16M111,,1,WHITE,EASTERN ASIA,MAN,
9B16N008,,1,ASIAN,,MAN,59
9B16M110,,0,,,,
9B16A022,,1,BROWN,NORTH AMERICA,MAN,
9B16M083,,1,WHITE,,MAN,
9B16M101,,0,,,,
9B16C019,,0,,,,
9B16C020,,0,,,,
9B16A020,,1,WHITE,,MAN,40
9B16A025,,0,,,,
9B16D014,,1,,,MAN,
9B16A015,,0,,,,
9B16A023,,1,BROWN,,MAN,
9B16A018,,0,,,,
9B16A016,,1,ASIAN,,MAN,
9B16D013,,0,,,,
9B16C017,,1,BROWN,AUSTRALIA AND NEW ZEALAND,MAN,
9B16M057,,1,WHITE,NORTH AMERICA,MAN,
9B16M092,,1,WHITE,SOUTHERN ASIA,MAN,48
9B16M093,,1,BROWN,NORTH AMERICA,MAN,
9B16M094,,1,WHITE,NORTH AMERICA,MAN,
9B16A019,,1,WHITE,SOUTHERN ASIA,MAN,32
9B16C016,,1,BROWN,NORTH AMERICA,MAN,58
9B16B010,,1,WHITE,SOUTHERN ASIA,WOMAN,
9B16N014,,1,BROWN,NORTHERN EUROPE,MAN,76
9B16A017,,1,WHITE,NORTH AMERICA,MAN,
9B16C015,,1,BLACK,,WOMAN,
9B16M076,,0,,,,
9B16M082,,1,BROWN,NORTH AMERICA,WOMAN,
9B16N012,,0,,,,
9B16N015,,1,BROWN,EASTERN ASIA,MAN,
9B16A013,,1,ASIAN,SOUTHERN ASIA,WOMAN,
9B16C013,,1,BROWN,NORTH AMERICA,WOMAN,
9B16C014,,1,WHITE,NORTH AMERICA,MAN,
9B16M056,,1,WHITE,EASTERN ASIA,MAN,
9B16M079,,1,ASIAN,SOUTHERN ASIA,MAN,72
9B16A014,,1,BROWN,NORTH AMERICA,MAN,
9B16B009,,1,WHITE,NORTHERN EUROPE,WOMAN,
9B16M055,,1,WHITE,NORTH AMERICA,MAN,
9B16M073,,1,WHITE,EASTERN ASIA,WOMAN,
9B16M078,,1,ASIAN,NORTH AMERICA,MAN,39
9B16A012,,1,ASIAN,,MAN,40
9B16N011,,0,,,,
9B16C009,,1,WHITE,,MAN,
9B16M072,,0,,,,
9B16A010,,1,WHITE,SOUTHERN ASIA,MAN,33
9B16M047,,1,BROWN,NORTH AMERICA,MAN,
9B16M066,,1,WHITE,NORTH AMERICA,MAN,
9B16M074,,1,WHITE,NORTH AMERICA,MAN,
9B16M077,,1,WHITE,EASTERN ASIA,MAN,61
9B16M068,,1,ASIAN,WESTERN ASIA,MAN,53
9B16M075,,1,BROWN,SOUTHERN ASIA,MAN,
9B16A011,,1,BROWN,,MAN,
9B16M070,,0,,,,
9B16M071,,1,WHITE,,WOMAN,
9B16D011,,0,,,,
9B16M067,,1,ASIAN,AUSTRALIA AND NEW ZEALAND,MAN,50
9B16N010,,1,WHITE,SOUTHERN ASIA,MAN,
9B15N022,,1,WHITE,SOUTHERN ASIA,MAN,58
9B16A007,,1,BROWN,SOUTHERN ASIA,MAN,
9B16D009,,1,ASIAN,EASTERN ASIA,MAN,
9B16M063,,1,ASIAN,EASTERN ASIA,MAN,
9B16M064,,1,ASIAN,NORTH AMERICA,MAN,
9B16M065,,1,BROWN,,WOMAN,
9B16B008,,0,,,,
9B16M062,,1,WHITE,NORTH AMERICA,MAN,
9B16B007,,1,BROWN,SOUTHERN ASIA,MAN,
9B16E007,,1,BROWN,SOUTHERN ASIA,MAN,
9B16C010,,1,BROWN,WESTERN ASIA,MAN,
9B16D007,,1,ASIAN,EASTERN ASIA,MAN,58
9B16M060,,0,,,,
9B16M061,,1,WHITE,NORTH AMERICA,MAN,
9B16M058,,1,WHITE,NORTH AMERICA,MAN,
9B16M049A,,0,,,,
9B16M049B,,1,WHITE,NORTH AMERICA,MAN,57
9B16M049C,,1,WHITE,NORTH AMERICA,MAN,
9B16M049D,,1,WHITE,NORTH AMERICA,MAN,
9B16M049E,,1,WHITE,AUSTRALIA AND NEW ZEALAND,MAN,49
9B16M049F,,1,WHITE,NORTH AMERICA,WOMAN,
9B16M049G,,1,WHITE,NORTH AMERICA,MAN,
9B16M051,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B16M048,,0,,,,
9B16N009,,0,,,,
9B16M038,,1,WHITE,NORTH AMERICA,WOMAN,
9B16M041,,1,BROWN,SOUTHERN ASIA,MAN,62
9B16M046,,1,WHITE,NORTH AMERICA,MAN,
9B16M043,,1,WHITE,NORTH AMERICA,MAN,
9B16M044,,1,WHITE,NORTH AMERICA,MAN,
9B16A006,,0,,,,
9B16C007,,0,,,,
9B16D004,,1,WHITE,NORTH AMERICA,MAN,
9B16D005,,1,WHITE,NORTH AMERICA,MAN,
9B16M040,,0,,,,
9B16M045,,1,WHITE,WESTERN EUROPE,MAN,
9B16D006,,1,WHITE,NORTH AMERICA,WOMAN,
9B16E003,,1,WHITE,AUSTRALIA AND NEW ZEALAND,MAN,
9B16E004,,1,WHITE,AUSTRALIA AND NEW ZEALAND,MAN,
9B16M034,,1,BROWN,SOUTHERN ASIA,MAN,
9B16M039,,0,,,,
9B16B005,,1,WHITE,NORTH AMERICA,MAN,
9B16E006,,1,WHITE,NORTH AMERICA,MAN,
9B16M019,,1,BROWN,SOUTHERN ASIA,MAN,32
9B16M012,,1,ASIAN,EASTERN ASIA,MAN,
9B16M037,,0,,,,
9B16M033,,1,BROWN,SOUTHERN ASIA,MAN,40
9B16M036,,1,BROWN,SOUTHERN ASIA,MAN,
9B16B004,,1,WHITE,NORTH AMERICA,MAN,
9B16M032,,1,WHITE,NORTH AMERICA,MAN,
9B16B002,,0,,,,
9B16M021,,0,,,,
9B16M020,,0,,,,
9B16M026,,1,BROWN,SOUTHERN ASIA,MAN,37
9B16M030,,1,WHITE,WESTERN EUROPE,WOMAN,
9B16A005,,0,,,,
9B16B001,,1,WHITE,NORTH AMERICA,MAN,
9B16M029,,1,WHITE,NORTH AMERICA,MAN,58
9B15M127,,1,BROWN,SOUTHERN ASIA,MAN,
9B16E005,,1,BROWN,SOUTHERN ASIA,MAN,
9B16M024,,0,,,,
9B16N001,,1,BROWN,SOUTHERN ASIA,MAN,
9B16C005,,1,BROWN,SOUTHERN ASIA,MAN,
9B16E002,,1,,,MAN,
9B16M004,,1,WHITE,AUSTRALIA AND NEW ZEALAND,MAN,
9B16N007,,1,ASIAN,EASTERN ASIA,MAN,
9B16N006,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B16A004,,1,BROWN,SOUTHERN ASIA,WOMAN,35
9B16M023,,1,WHITE,NORTH AMERICA,MAN,61
9B15C041,,1,WHITE,NORTH AMERICA,WOMAN,
9B16A001,,1,BROWN,SOUTHERN ASIA,MAN,
9B16M022,,0,,,,
9B16M017,,1,BROWN,SOUTHERN ASIA,MAN,
9B16M018,,1,BROWN,SOUTHERN ASIA,MAN,
9B16E001,,1,ASIAN,EASTERN ASIA,MAN,
9B16A002,,1,BROWN,SOUTHERN ASIA,MAN,40
9B16M015,,1,WHITE,NORTH AMERICA,MAN,
9B16M016,,1,,,,
9B16N002,,1,ASIAN,EASTERN ASIA,WOMAN,
9B16M009,,1,ASIAN,EASTERN ASIA,MAN,45
9B16M010,,1,ASIAN,EASTERN ASIA,MAN,45
9B15A058,,0,,,,
9B16M013,,1,,NORTHERN AFRICA,MAN,
9B16C004,,1,BROWN,SOUTHERN ASIA,MAN,
9B16N004,,1,,,WOMAN,
9B16C003,,1,WHITE,SOUTHERN AFRICA,MAN,
9B16M007,,0,,,,
9B16M011,,1,WHITE,NORTH AMERICA,MAN,
9B16M008,,1,BROWN,SOUTHERN ASIA,MAN,
9B15N028,,0,,,,
9B15D013,,1,WHITE,WESTERN EUROPE,MAN,
9B16C001,,1,WHITE,NORTH AMERICA,MAN,31
9B15C040,,1,ASIAN,EASTERN ASIA,WOMAN,52
9B15M120,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M121,,1,WHITE,CENTRAL AMERICA,MAN,
9B16M005,,0,,,,
9B16M006,,0,,,,
9B15N014,,1,WHITE,NORTH AMERICA,WOMAN,
9B16M001,,1,ASIAN,EASTERN ASIA,MAN,
9B16M002,,1,WHITE,NORTH AMERICA,WOMAN,45
9B16M003,,1,WHITE,NORTH AMERICA,WOMAN,45
9B15M115,,1,BROWN,SOUTHERN ASIA,MAN,
9B15N036,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B15M100,,1,ASIAN,EASTERN ASIA,MAN,65
9B15M091,,0,,,,
9B15M122,,0,,,,
9B15M039,,1,WHITE,NORTHERN EUROPE,WOMAN,
9B15A051,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M128,,1,ASIAN,SOUTHEASTERN ASIA,MAN,
9B15A066,,1,BROWN,SOUTHERN ASIA,MAN,
9B15D016,,0,,,,
9B15E016,,0,,,,
9B15M096,,0,,,,
9B15M108,,1,WHITE,NORTHERN EUROPE,MAN,
9B15M109,,1,WHITE,EASTERN ASIA,MAN,
9B15M110,,1,WHITE,EASTERN ASIA,MAN,
9B15M124,,1,BROWN,SOUTHERN ASIA,MAN,
9B15A049,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M123,,1,WHITE,NORTH AMERICA,MAN,49
9B15A016,,0,,,,
9B15C036,,1,BROWN,SOUTHERN ASIA,MAN,57
9B15N029,,1,,NORTH AMERICA,MAN,
9B15A057,,0,,,,
9B15B013,,1,WHITE,NORTH AMERICA,MAN,
9B15A055,,1,WHITE,NORTH AMERICA,MAN,33
9B15N030,,0,,,,
9B15N023,,1,WHITE,NORTH AMERICA,MAN,
9B15D017,,1,ASIAN,EASTERN ASIA,WOMAN,39
9B15N025,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M118,,1,WHITE,SOUTHERN AFRICA,MAN,62
9B15A056,,1,WHITE,NORTH AMERICA,WOMAN,31
9B15C039,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M117,,1,ASIAN,EASTERN ASIA,WOMAN,
9B15D018,,1,WHITE,NORTH AMERICA,WOMAN,
9B15M094,,1,WHITE,NORTH AMERICA,MAN,68
9B15M111,,1,BROWN,SOUTHERN ASIA,MAN,
9B15N026,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M159,,1,WHITE,NORTH AMERICA,WOMAN,24
9B15M113,,0,,,,
9B15M103,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M116,,1,ASIAN,EASTERN ASIA,MAN,
9B15N024,,1,WHITE,SOUTHERN EUROPE,MAN,
9B15A052,,1,BROWN,WESTERN ASIA,MAN,
9B15A053,,0,,,,
9B15D015,,1,ASIAN,EASTERN ASIA,MAN,
9B15M107,,1,ASIAN,NORTH AMERICA,WOMAN,
9B15A054,,0,,,,
9B15N021,,1,BROWN,SOUTHERN ASIA,MAN,40
9B15C032,,1,WHITE,SOUTH AMERICA,MAN,
9B15M037,,0,,,MAN,
9B15C035,,1,WHITE,SOUTHERN AFRICA,MAN,
9B15M106,,1,,WESTERN ASIA,WOMAN,
9B15A048,,1,WHITE,NORTH AMERICA,MAN,
9B15M104,,1,,WESTERN ASIA,MAN,
9B15N020,,0,,,,
9B15C038,,1,WHITE,NORTH AMERICA,MAN,51
9B15C037,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M087,,1,,SOUTH AMERICA,MAN,61
9B15M101,,1,WHITE,NORTH AMERICA,WOMAN,
9B15M102,,1,WHITE,NORTH AMERICA,WOMAN,
9B15M105,,1,,SOUTHERN EUROPE,MAN,
9B15N019,,1,ASIAN,EASTERN ASIA,MAN,48
9B15A050,,1,WHITE,NORTH AMERICA,WOMAN,
9B15C013,,1,WHITE,NORTH AMERICA,WOMAN,
9B15M099,,1,ASIAN,EASTERN ASIA,MAN,
9B15C019,,1,WHITE,NORTH AMERICA,MAN,78
9B15N016,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M095,,1,ASIAN,EASTERN ASIA,MAN,51
9B15N017,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M097,,1,WHITE,NORTH AMERICA,WOMAN,
9B15N018,,0,,,,
9B15C034,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M098,,1,WHITE,WESTERN EUROPE,MAN,42
9B15D014,,1,WHITE,NORTH AMERICA,MAN,
9B15M079,,1,BROWN,NORTH AMERICA,MAN,
9B15M086,,1,BROWN,SOUTHERN ASIA,MAN,28
9B15A047,,0,,,,
9B15M089,,1,WHITE,NORTHERN EUROPE,WOMAN,
9B15A044,,1,WHITE,WESTERN EUROPE,MAN,
9B15B012,,1,WHITE,NORTHERN EUROPE,MAN,
9B15B009,,1,WHITE,NORTH AMERICA,MAN,
9B15B010,,1,WHITE,NORTH AMERICA,MAN,
9B15M081,,1,ASIAN,SOUTHEASTERN ASIA,MAN,
9B15A046,,1,,,MAN,
9B15C031,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B15C029,,1,WHITE,WESTERN EUROPE,MAN,79
9B15D012,,1,WHITE,WESTERN ASIA,WOMAN,
9B15M083,,1,WHITE,NORTH AMERICA,WOMAN,
9B15M084,,0,,,,
9B15A015,,1,WHITE,EASTERN ASIA,MAN,
9B15A045,,1,,NORTH AMERICA,WOMAN,
9B15M085,,1,ASIAN,SOUTHEASTERN ASIA,MAN,
9B15A043,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M060,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M080,,1,BLACK,WESTERN AFRICA,MAN,56
9B15M082,,0,,,,
9B15M056,,0,,,,
9B15N013,,0,,,,
9B15A042,,0,,,,
9B15B008,,1,WHITE,NORTH AMERICA,MAN,
9B15B011,,,,,,
9B15D010,,1,WHITE,NORTH AMERICA,MAN,
9B15C010,,1,ASIAN,EASTERN ASIA,MAN,47
9B15E015,,1,ASIAN,EASTERN ASIA,MAN,
9B15M052,,1,BROWN,SOUTHERN ASIA,MAN,51
9B15M074,,0,,,,
9B15M055,,1,BROWN,SOUTHERN ASIA,MAN,
9B15A041,,1,WHITE,NORTH AMERICA,WOMAN,
9B15M078,,1,BROWN,SOUTHERN ASIA,MAN,
9B15B007,,1,WHITE,UNKNOWN,MAN,
9B15M057,,1,WHITE,NORTH AMERICA,MAN,56
9B15M058,,1,BROWN,SOUTHERN ASIA,MAN,
9B15N012,,0,,,,
9B15A040,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M075,,1,ASIAN,EASTERN ASIA,MAN,
9B15M076,,0,,,,
9B15M076,,0,,,,
9B15M077,,0,,,,
9B15A037,,0,,,,
9B15A038,,0,,,,
9B15M073,,1,BROWN,SOUTHERN ASIA,MAN MAN,
9B15N011,,1,BROWN,SOUTHERN ASIA,MAN,52
9B15A032,,0,,,,
9B15C020,,1,ASIAN,EASTERN ASIA,MAN,73
9B15C021,,1,ASIAN,EASTERN ASIA,MAN,69
9B15C022,,1,ASIAN,EASTERN ASIA,MAN,65
9B15M048,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M065,,1,WHITE,SOUTH AMERICA,WOMAN,
9B15M072,,0,,,,
9B15A036,,1,ASIAN,EASTERN ASIA,MAN,
9B15M071,,1,WHITE,UNKNOWN,MAN,
9B15N010,,1,ASIAN,SOUTHEASTERN ASIA,MAN,
9B15A033,,1,BROWN,SOUTHERN ASIA,MAN,
9B15A034,,1,BROWN,SOUTHERN ASIA,MAN,
9B15A035,,1,ASIAN,EASTERN ASIA,MAN,50
9B15B005,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M070,,1,BROWN,SOUTHERN ASIA,MAN,72
9B13B023,,1,WHITE,NORTH AMERICA,MAN,
9B15C014,,1,,,MAN,
9B15E014,,1,ASIAN,NORTH AMERICA,MAN,
9B15M036,,1,WHITE,AUSTRALIA AND NEW ZEALAND,MAN,
9B15E013,,1,BROWN,SOUTHERN ASIA,MAN,
9B15C026,,1,BROWN,SOUTHERN ASIA,MAN,
9B15C027,,1,BROWN,SOUTHERN ASIA,MAN,
9B15C028,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M042,,1,BROWN,SOUTHERN ASIA,MAN,
9B15A031,,1,BROWN,SOUTHERN ASIA,WOMAN,
9B15M010,,0,,,,
9B15M066,,1,BROWN,WESTERN ASIA,MAN,48
9B15M067,,0,,,,
9B15A030,,1,BROWN,SOUTHERN ASIA,MAN,64
9B15C024,,1,,,WOMAN,
9B15C025,,1,,,WOMAN,
9B15C023,,0,,,,
9B15M002,,0,,,,
9B15M064,,0,,,,
9B15N008,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M063,,1,ASIAN,EASTERN ASIA,MAN,
9B15M027,,1,WHITE,WESTERN EUROPE,MAN,52
9B15N009,,1,BROWN,SOUTHERN ASIA,MAN,
9B15E010,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M021,,0,,,,
9B15A029,,0,WHITE,,MAN,
9B15M061,,1,WHITE,NORTH AMERICA,MAN,
9B14M164,,1,WHITE,NORTH AMERICA,MAN,
9B15M062,,0,,,,
9B15A019,,1,BROWN,SOUTHERN ASIA,MAN,
9B15D008,,1,WHITE,NORTH AMERICA,WOMAN,
9B15M034,,1,BLACK,EASTERN AFRICA,MAN,
9B15M059,,1,ASIAN,EASTERN ASIA,MAN,60
9B14D012,,1,BROWN,NORTH AMERICA,WOMAN,
9B14M151,,1,WHITE,EASTERN EUROPE,MAN,47
9B15M043,,1,WHITE,NORTH AMERICA,MAN,
9B15M049,,1,INDIGENOUS,NORTH AMERICA,MAN,
9B15M050,,1,WHITE,NORTH AMERICA,MAN,
9B15M046,,0,,,,
9B15A012,,1,BLACK,EASTERN AFRICA,WOMAN,
9B15A020,,1,BROWN,SOUTHERN ASIA,MAN,
9B15A028,,1,ASIAN,SOUTHEASTERN ASIA,MAN,61
9B15M045,,0,,,,
9B15A025,,1,WHITE,NORTH AMERICA,MAN,
9B15D007,,1,WHITE,NORTH AMERICA,MAN,
9B15N007,,0,,,,
9B15B004,,1,WHITE,NORTH AMERICA,MAN,
9B15E009,,1,WHITE,NORTH AMERICA,MAN,
9B15A022,,1,WHITE,WESTERN EUROPE,MAN,
9B15B006,,1,WHITE,NORTH AMERICA,MAN,
9B15C001,,0,,,,
9B15E002,,0,,,,
9B15E011,,1,,NORTH AMERICA,MAN,
9B15A004,,1,WHITE,NORTH AMERICA,MAN,
9B15M051,,1,BROWN,SOUTHERN ASIA,MAN,
9B15D009,,1,WHITE,NORTH AMERICA,WOMAN,
9B14A072,,1,BROWN,SOUTHERN ASIA,MAN,
9B14C062,,0,,,,
9B14N037,,1,WHITE,NORTH AMERICA,MAN,61
9B15D003,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M035,,1,BROWN,SOUTHERN ASIA,MAN,
9B15A005,,0,,,,
9B15A011,,0,,,,
9B15C015,,1,BROWN,SOUTHERN ASIA,MAN,
9B14D013,,1,BROWN,SOUTHERN ASIA,MAN,
9B15C017,,1,BROWN,SOUTHERN ASIA,MAN,
9B15A021,,1,BROWN,SOUTHERN ASIA,MAN,
9B14A063,,0,,,,
9B15A013,,1,BROWN,SOUTHERN ASIA,MAN,
9B15N002,,0,,,,
9B15A017,,1,WHITE,NORTH AMERICA,MAN,
9B15B003,,1,WHITE,NORTH AMERICA,MAN,
9B14M144,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M044,,1,BROWN,SOUTHERN ASIA,MAN,
9B14E024,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M127,,1,BROWN,SOUTHERN ASIA,MAN,
9B15D001,,1,WHITE,NORTH AMERICA,MAN,
9B15D004,,1,BROWN,SOUTHERN ASIA,MAN,
9B14N039,,1,,SOUTHEASTERN ASIA,MAN,
9B14N036,,0,,,,
9B15A014,,1,,,MAN,
9B15E007,,1,,NORTH AMERICA,MAN,
9B15M007,,0,,,,
9B15M013,,1,WHITE,,MAN,
9B15M047,,1,WHITE,NORTH AMERICA,MAN,
9B14N023,,1,WHITE,,WOMAN,
9B14N026,,1,WHITE,,WOMAN,
9B15M030,,1,WHITE,NORTH AMERICA,MAN,
9B15M038,,1,WHITE,NORTH AMERICA,MAN,
9B14C058,,1,BROWN,SOUTHERN ASIA,MAN,
9B15M011,,1,BROWN,SOUTHERN ASIA,MAN,24
9B15A002,,1,WHITE,NORTH AMERICA,MAN,
9B15M009,,1,WHITE,,MAN,
9B15D006,,1,BROWN,,MAN,
9B14E027,,0,,,,
9B14M147,,1,,WESTERN ASIA,WOMAN,
9B15B002,,1,,,MAN,
9B15E005,,1,ASIAN,SOUTHEASTERN ASIA,MAN,59
9B15E006,,1,WHITE,,MAN,
9B15M022,,1,WHITE,NORTH AMERICA,MAN,
9B15M023,,1,WHITE,NORTH AMERICA,MAN,
9B15N001,,1,WHITE,NORTH AMERICA,MAN,
9B15E008,,1,WHITE,NORTH AMERICA,MAN,
9B14C012,,1,WHITE,WESTERN EUROPE,MAN,
9B14C013,,1,WHITE,WESTERN EUROPE,MAN,
9B14M165,,0,,,,
9B14M145,,1,BROWN,SOUTHERN ASIA,MAN,
9B14N038,,1,,,MAN,
9B14C059,,1,WHITE,NORTH AMERICA,MAN,51
9B14C060,,0,,,,
9B15M032,,1,WHITE,,MAN,
9B15C003,,1,WHITE,,MAN,
9B14C054,,1,ASIAN,EASTERN ASIA,MAN,
9B15M001,,1,,,MAN,40
9B15M014,,1,ASIAN,EASTERN ASIA,MAN,65
9B15C005A,,0,,,,
9B15C005B,,0,,,,
9B15M015,,1,ASIAN,EASTERN ASIA,MAN,
9B15M016,,1,ASIAN,EASTERN ASIA,MAN,
9B15M028,,0,,,,
9B14D008,,1,WHITE,WESTERN EUROPE,MAN,
9B14M142,,1,ASIAN,EASTERN ASIA,MAN,18
9B14M167,,1,ASIAN,EASTERN ASIA,MAN,
9B14C061,,1,BROWN,SOUTHERN ASIA,MAN,
9B14M062,,1,WHITE,NORTH AMERICA,WOMAN,
9B14M155,,1,WHITE,NORTH AMERICA,MAN,
9B15M029,,1,WHITE,NORTH AMERICA,MAN,
9B15N003,,1,WHITE,NORTH AMERICA,WOMAN,67
9B14E010,,1,BLACK,EASTERN AFRICA,WOMAN,38
